customer,churn, age, children, income,handset_age,smart_phone,homeowner,avg_overbundle_mins,avg_roamcalls,call_minutes_change_pct,bill_amount_change_pct,peak_offpeak_ratio,peak_offpeak_ratio_change_pct,avg_dropped_calls,last_month_customercare_calls,num_retention_calls,num_retention_offers_accepted
2699, no,0,0,0,411,0,1,0,0,1.2,0.0544,7.58375,7.498858388,2,0,0,0
2700, no,32,0,9,518,1,0,7.5,0,0.76,0.1628,11.81657848,-15.30942239,6,0,0,0
2701, no,40,0,4,391,1,0,47.75,1.64,2.395,1.5702,3.655975168,-2.918443766,7,5.33,1,0
2702, no,30,0,6,457,1,0,0,2.4,-2.045,-0.04,2.047399254,4.793393284,3.67,0,0,0
2703, no,0,0,5,150,1,0,11.25,0,-15.77,-0.1958,1.337767029,-9.229660069,38,9.67,0,0
2704, no,64,0,9,411,1,0,0,0,0.255,0,1.607717042,-7.505150022,3.33,1.33,0,0
2705, no,48,1,8,410,1,0,0,2.58,5.895,-0.0054,1.666428571,-4.532474952,3.33,0,0,0
2706, no,66,0,7,348,1,0,0,1.31,-1.17,0.003,4.397301349,-12.38676739,9,0,0,0
2707, no,0,0,5,348,1,0,151.25,0,-2.07,-1.0916,0.937908309,-2.356740077,34.67,7.33,0,0
2708, no,50,1,6,410,1,0,0,0.32,-0.66,0.0212,4.618711386,-19.5301635,2.33,0,0,0
2709, no,44,1,6,7,0,0,157.25,0,-2.065,-0.8178,1.174680977,-16.68883201,3.67,0.33,0,0
2710, no,0,0,0,136,1,1,606.75,0,23.56,2.454,0.754889179,1.329350993,58.33,2.67,0,0
2711, no,32,1,6,455,0,0,17.25,0.74,2.86,0.1414,3.078065832,-1.899942598,9.67,6.67,0,0
2712, no,54,1,6,347,1,0,0,0,-0.15,-0.0208,7.835,2.193465852,1,1.33,0,0
2713, no,68,0,4,139,1,0,0,0.16,1.45,0.085,0.367931034,-14.72154946,5.67,9.67,0,0
2714, no,0,0,7,347,1,0,18,0,-5.37,-0.1536,1.318444444,-0.457272365,6,1,0,0
2715, no,30,1,4,347,0,0,0,0,-0.08,-0.0092,1,8.159855028,0.33,0,0,0
2716, no,0,0,0,172,1,1,127.5,0,0.045,-0.6448,2.852052421,-4.105855279,19.33,4,0,0
2717, no,30,1,6,515,1,0,4.25,2.51,0.435,0.1444,4.070481507,-5.419071127,8.33,0,0,0
2718, no,70,1,3,346,0,0,0,0,-0.07,-0.009,2.040816327,10.03107063,3.67,0,0,0
2719, no,48,0,9,399,1,0,0,1.65,-2.775,0.069,4.6742012,-2.896157011,17.67,0,0,0
2720, no,24,0,5,346,1,0,0,2.2,3.56,0.0876,1.761677463,-9.857742828,5.67,1.67,0,0
2721, no,40,1,6,131,1,0,32,1.8,2.775,-0.0976,1.141070253,-9.545211623,9.33,0,0,0
2722, no,64,0,3,454,1,0,0,0,0.085,0,3.204204204,-9.010563211,0.67,0,0,0
2723, no,0,0,6,514,0,0,5.75,0,0.025,0.1098,1.497162316,5.525861472,4.33,3.33,0,0
2724, no,0,0,0,453,1,1,7.5,0,1.74,0.1576,0.946226633,-2.284176977,2.67,0,0,0
2725, no,22,0,4,345,1,0,0,0.32,-1.985,-0.0204,5.878306878,-11.24977917,2.33,0,0,0
2726, no,0,0,0,453,1,1,15.75,0,-0.11,-0.0788,2.393636364,-9.20327649,0.67,0,0,0
2727, no,64,1,2,59,1,1,137.25,4.1,-6.67,-0.7624,0.946239574,-1.080382043,30.33,6,0,0
2728, no,28,0,4,514,1,0,13.25,1.26,-0.15,-0.0698,1.329685845,-1.161722391,3,0,0,0
2729, no,48,1,6,126,1,0,201.5,0.29,-7.07,-1.3358,0.907692308,-4.462210263,7.33,8,0,0
2730, no,42,0,5,406,0,0,63.5,0,0.075,-0.057,0.903457944,-3.07186481,24.33,0,0,0
2731, no,0,0,3,455,1,0,9.25,0,-0.145,-0.0206,1.544625902,-4.385687811,1,1.33,0,0
2732, no,38,1,5,45,1,0,6,0,-0.77,-0.048,5.365620737,-23.59130353,2.67,0,0,0
2733, no,68,0,7,323,0,0,0,0,-0.57,-0.0018,0.888666667,-18.19592616,0.67,0,0,0
2734, no,20,0,1,276,1,1,0,0,11.79,0.0318,1.221168822,13.09374099,15,2,0,0
2735, no,28,0,6,405,1,0,172,0,-5.76,-1.251,0.900280374,16.75212756,41.67,1,0,0
2736, no,0,0,0,451,1,1,40.25,0.8,5.77,-0.316,0.945549397,-5.410511695,16.67,0.33,0,0
2737, no,52,0,1,451,1,0,2.25,0,6.9,-0.1506,0.581389264,24.96972875,11,10.67,0,0
2738, no,54,0,6,152,1,0,1,2.03,3.815,-0.0598,0.762473065,-3.867025279,6.33,0.33,0,0
2739, no,0,0,0,102,1,1,3.25,0,3.255,0.1404,2.186440678,-8.177262631,12.33,0,0,0
2740, no,0,0,0,405,1,1,20.75,0,-3.425,-0.3412,1.067916667,7.522888131,15.67,5.67,0,0
2741, no,40,0,5,404,1,0,15.5,0,-1.885,-0.1186,4.980588235,-4.4647497,0.33,0,0,0
2742, no,0,0,8,285,1,0,0,0,-1.025,0.0462,1.113516857,-4.429170256,7.67,0,0,0
2743, no,0,0,0,450,1,1,0,0,-0.86,0.005,1.656504613,-8.336943522,9.67,4.67,0,0
2744, no,48,1,7,511,1,0,0,2.34,-0.8,0.0458,0.487230769,4.722614299,2.67,0,0,0
2745, no,58,1,7,450,1,0,0,0,0.125,0,6.970149254,-4.880518509,0.67,0,0,0
2746, no,46,1,2,511,1,0,0,0,7.965,0,0.564146811,-0.189721968,13,24,0,0
2747, no,0,0,0,342,1,1,0,4.04,0.065,0.1512,1.7835,0.812346446,1.67,1.33,0,0
2748, no,30,0,7,122,1,0,0,0.26,-1.765,-0.204,1.529528588,14.62382613,35.33,0,0,0
2749, no,32,0,8,133,1,0,1,0,-0.485,-0.0176,1.063828429,-6.814793958,32.67,12,0,0
2750, no,24,0,1,510,1,0,48,0.42,3.665,0.031,0.864902452,15.71035509,18,7.67,0,0
2751, no,42,0,6,448,1,0,12.5,4,1.415,-0.1298,1.580832527,13.63885737,0.67,0,0,0
2752, no,50,0,5,402,1,0,0,0,-0.53,0,0.890230516,-3.14672222,0.67,0,0,0
2753, no,0,0,0,307,1,1,99.75,0.96,-5.175,-0.638,1.967691,-3.40326348,6.67,0.67,0,0
2754, no,26,0,6,402,1,0,0,0,-0.725,0.0198,2.302727273,-0.857074771,2.67,0,0,0
2755, no,0,0,0,150,1,1,0,0.29,16.785,0.5376,1.236160349,3.690402214,6,3.67,0,0
2756, no,36,0,6,447,1,0,91.75,0,-1.825,-0.614,2.921437031,8.0019086,6,1,0,0
2757, no,26,0,7,82,1,0,4.25,0,0.025,-0.139,0.435831648,3.16321903,17.67,1.33,0,0
2758, no,64,1,6,339,1,0,19.5,0,-0.96,-0.1384,1.671591672,-12.31716227,2.33,0.33,0,0
2759, no,40,1,6,339,1,0,0,0,3.74,-0.0234,0.897342306,0.850490525,4.67,2,0,0
2760, no,48,1,6,106,1,0,0,0,0.125,-0.1744,0.532795276,5.817638663,84,0.67,0,0
2761, no,40,0,7,296,1,0,0,0,4.275,0,1.585563935,-10.27401934,11.33,1.67,0,0
2762, no,0,0,0,401,1,1,34,0,1.75,0.371,1.90548953,-0.17490987,3.67,0,0,0
2763, no,40,1,7,446,1,0,48,0,-22.08,-1.2256,14.43299468,-2.698302764,24.67,2.33,0,0
2764, no,34,0,6,338,1,0,0.25,0,1.74,4.00E-04,1.1332,4.859758333,6,0,0,0
2765, no,32,0,6,304,1,0,319,2.79,-6.68,-1.6986,1.476173469,0.737291899,12.67,0,0,0
2766, no,50,0,6,146,1,0,0,0,0.15,-0.0012,1.877105263,-7.9782484,4.67,0.67,1,0
2767, no,40,0,8,507,1,1,0,0,1.235,0,3.07070166,-20.99492531,5.33,0,0,0
2768, no,62,0,9,400,1,0,191,0,4.72,1.206,1.15390163,-19.62113296,3.33,0,0,0
2769, no,48,0,7,86,1,0,92.75,0,-0.5,0.0062,1.804046646,6.075053285,20.67,0,0,0
2770, no,52,1,6,337,1,0,0,0,0.035,-0.0064,0.58044892,-16.0944064,2.67,0,0,0
2771, no,26,0,1,130,1,0,2.25,4.54,-0.97,-0.7696,3.911342894,1.832397324,5.67,1,0,0
2772, no,40,0,6,337,1,0,0,0,1.065,-0.0054,0.718208703,2.03953757,0.33,0,0,0
2773, no,46,1,6,445,1,0,0,0,-0.39,0,2.203888889,-2.440055233,15,0,0,0
2774, no,0,0,0,336,1,1,29.5,1.47,-2.695,-0.2994,1.190282081,-13.03644283,12,5.33,0,0
2775, no,0,0,0,390,1,1,6.5,0,-0.855,-0.0474,0,3.536201107,0,0,0,0
2776, no,42,1,6,146,1,0,36.75,0,-18.865,-1.5576,1.937720329,-15.42127673,17,0.33,0,0
2777, no,50,0,9,440,1,0,16,0,2.815,0.242,1.494137931,-15.12189132,3.67,0,0,0
2778, no,0,0,0,336,1,1,20.5,0,-3.365,0.0114,0.61868908,12.2998042,10.33,7.33,0,0
2779, no,50,1,6,81,1,0,0,0,-2.115,-0.0664,0.830974012,6.287755203,4,0,0,0
2780, no,48,1,9,398,1,0,29,0,1.265,-0.2098,0.781316203,-16.17519068,10.33,0,0,0
2781, no,46,0,4,335,1,0,0.5,0,1.545,0.0032,1.750117206,-15.10401274,5.67,0.67,0,0
2782, no,26,0,0,335,1,0,3,0,-10.245,-0.0274,0.934069557,-5.073687383,1.67,4.67,0,0
2783, no,0,0,4,443,1,0,0,0,0.255,-0.005,1.315789474,-8.642121151,0.67,0,0,0
2784, no,38,1,7,335,0,0,49,0,-4.345,-0.3354,3.622690244,-11.31294836,9,0.67,0,0
2785, no,0,0,0,397,1,1,2.75,0,-1.115,0.0676,41,-9.113924301,1.33,0,0,0
2786, no,0,0,0,443,1,1,18,0,-2.43,-0.149,0.931195652,-6.30715329,15.33,0,0,0
2787, no,36,0,3,397,1,0,176.5,0,-18.29,-0.7928,1.180169181,10.43719295,14.67,0.33,0,0
2788, no,44,1,6,396,0,0,0,0,0.615,0,0,-8.094761806,0,0,0,0
2789, no,0,0,0,503,1,1,0,0,1.455,0,0,13.72554475,0,0,0,0
2790, no,46,1,9,334,1,0,0,3.41,-2.81,-0.1126,0,4.296696681,0,0,0,0
2791, no,0,0,0,44,1,1,0,0.32,6.08,0.8678,0.736021118,1.232768928,7.33,0,0,0
2792, no,0,0,0,396,1,1,0,0.44,-1.255,-0.0088,0.165,-26.74520287,0,2.33,0,0
2793, no,28,0,4,125,1,0,1.25,0,1.15,0.0374,0,29.20154252,0,0,0,0
2794, no,32,1,1,503,1,1,0,0.16,0.28,-0.0258,0,-9.795703676,0,0,0,0
2795, no,30,0,0,442,1,1,0,0,0.08,0,0,-4.23816506,0,0,0,0
2796, no,0,0,0,396,1,1,49.5,0,-1.095,-0.183,0,2.627002349,0,0,0,0
2797, no,30,0,5,208,1,0,0,0,-0.245,0.1032,0.884659746,-4.004882293,0.33,0,0,0
2798, no,56,0,9,9,1,0,1551.75,0.39,30.205,6.7474,2.918102813,-12.55522013,29.67,0,0,0
2799, no,0,0,0,333,0,1,64.5,0,2.52,0.7296,1.040644591,14.66698221,126.33,10.33,0,0
2800, no,50,0,8,247,1,0,9,0,5.165,0.2038,1.736052587,-20.78912097,8,0,0,0
2801, no,0,0,0,40,1,1,43.25,0,-3.2,-0.2748,0.448319883,-7.22429374,22.33,5,0,0
2802, no,22,0,8,175,1,0,0.75,0,-9.395,-0.0052,0.675159984,5.804600253,5.67,15.67,1,1
2803, no,42,1,5,441,1,0,0,0,1.45,0.0206,1.654125,-5.009861176,11.33,0,0,0
2804, no,32,0,7,333,1,0,73.5,0,-6.18,-0.3286,0.81821901,23.84288751,11.67,3,0,0
2805, no,0,0,0,108,1,1,234.5,0,4.28,0.884,0.968966587,-2.558083008,11.33,0,0,0
2806, no,0,0,0,187,1,1,549,0,4.005,0.7746,1.251439206,-4.144470942,38.67,8.67,0,0
2807, no,56,1,7,332,1,0,0,0,0.52,-0.0064,0.723903896,10.73263953,4.33,0,0,0
2808, no,0,0,0,394,1,1,127.25,0,7.015,0.9666,1.227056736,-6.496117916,33,4.33,0,0
2809, no,48,1,7,239,1,0,0,0.52,-0.855,-0.0154,1.423076923,5.404996779,4.33,0,0,0
2810, no,54,1,7,394,1,0,0,0,0.975,-0.0058,3.881152461,14.40627512,1,0.33,0,0
2811, no,38,0,2,440,1,0,10.5,0,-2.32,0.2856,0.499389635,-4.869009076,28.33,3.67,0,0
2812, no,50,0,9,1,1,0,3.5,0.2,1.56,0.0852,1.333404255,4.596920917,3.33,0,0,0
2813, no,52,1,9,394,1,0,0,0,2.315,0.022,0.970865467,-21.55140871,9.67,2.33,0,0
2814, no,0,0,0,208,1,1,0,0,-8.82,-0.005,1.388246713,-12.89578263,33.67,2,0,0
2815, no,50,0,9,244,1,0,47.5,3.56,-0.15,0.013,3.871923077,2.619295291,5,0.33,0,0
2816, no,32,0,6,3,1,0,0,0,-1.16,-0.0184,3.912621359,-26.84677713,2.33,3,0,0
2817, no,26,0,4,500,1,1,420.5,0,-19.04,-4.2,0.897455621,9.869406874,15,0.67,0,0
2818, no,0,0,0,393,1,1,0,0.48,-8.86,-0.7342,1.460808824,-5.736230045,17.33,1,0,0
2819, no,0,0,0,150,1,1,0,0,0.84,0,1.119319454,-16.13820783,13,8.33,0,0
2820, no,48,0,6,151,1,0,28.75,0,-5.08,-0.0372,0.912577778,19.36678824,48.67,1.33,0,0
2821, no,32,0,6,500,1,0,0,1.18,-0.305,0.125,13.97005988,11.16481626,1.67,0,0,0
2822, no,0,0,0,393,1,1,0,0.29,-3.79,-0.0144,0.69972973,-5.096339837,7.67,1,0,0
2823, no,44,1,8,331,1,1,0,0,-0.14,0.0264,1.356902357,2.487540715,1.33,0,0,0
2824, no,0,0,6,438,1,1,0,0,-0.39,-0.01,2.156764706,2.901502662,2.33,0,0,0
2825, no,38,0,6,185,1,1,0,0,-1.425,-0.035,2.702702703,-7.517726459,1.67,0,0,0
2826, no,50,1,2,392,1,0,0,0,-0.15,-0.0258,1.397000441,13.27464938,0.67,1.33,0,0
2827, no,0,0,0,330,1,1,3.75,1,-2.845,-0.0488,0.223199632,-4.313228559,17,0.67,0,0
2828, no,40,1,6,325,1,0,11,0,-3.485,-0.0818,2.681818182,4.09833123,19.33,1.33,0,0
2829, no,42,0,6,392,1,0,0,1.45,1.155,0.0048,1.587769903,-9.993019993,12,0,0,0
2830, no,0,0,0,437,1,1,0,0,4.365,0.178,0.825786214,-2.461952187,12,4,0,0
2831, no,0,0,5,205,1,0,12.5,0.75,15.45,0.21,2.114827586,-2.089154691,8,0,0,0
2832, no,0,0,0,362,1,1,0,0.52,3.035,0.0096,1.094798509,8.045503487,17.33,0,0,0
2833, no,22,0,1,212,1,0,56.5,0,-2.11,-1.2512,2.745526316,16.88270014,8.67,0,0,0
2834, no,0,0,0,437,1,1,15.5,6.94,-2.585,-0.216,3.782324059,10.16359181,6.33,0.67,0,0
2835, no,36,0,6,437,1,0,0,0,0.305,0,6.721666667,-3.443382445,2.33,0,0,0
2836, no,56,0,4,83,1,1,36.75,0,-3.095,-0.3124,1.554029635,8.768502957,2,0,0,0
2837, no,34,0,6,436,1,0,0.25,0,-1.475,-0.007,2.787621073,4.263319489,2,0,0,0
2838, no,48,1,6,328,1,0,0,8.19,1.385,-0.1222,0.758706668,-11.73613957,9.33,0,0,0
2839, no,46,0,6,328,1,0,13.5,0.45,-1.965,-0.1158,1.162553569,3.298609895,4,0,0,0
2840, no,0,0,0,497,1,1,0,0,-0.375,-0.0292,5.105105105,-4.013380689,2,0.67,0,0
2841, no,30,0,5,497,1,1,0,3.53,4.2,0.5018,1.222222222,5.864004622,2.67,0,0,0
2842, no,26,0,3,7,1,0,69.25,1.03,3.285,-0.4562,0.70052739,11.17009699,6.67,17,0,0
2843, no,58,0,9,335,1,0,163.75,2.13,-4.505,-1.2526,1.166244758,-1.399105671,13.33,0,0,0
2844, no,48,1,6,389,1,0,0,1.32,4.56,-0.1662,0.606855919,-17.93112783,2.33,0.67,0,0
2845, no,50,1,3,22,1,0,16,5.42,2.13,0.1028,1.368125,6.781435463,11,0,0,0
2846, no,44,1,9,327,1,0,53.5,2.39,0.165,0.1692,1.9835,0.076649629,2,0,0,0
2847, no,66,0,4,496,1,0,0.25,3.31,-2.605,1.9514,0.490590067,16.75497315,13.33,0.67,0,0
2848, no,0,0,0,327,1,1,0,0,1.12,-0.009,1.320316921,-6.25898248,0.67,0,0,0
2849, no,66,0,3,496,1,0,0,0,-0.04,0,0,1.212175081,0,0,0,0
2850, no,0,0,0,389,1,1,0.25,0,3.31,0.5724,0.938147518,0.748620525,11,6.33,0,0
2851, no,34,0,6,326,1,0,0,0,2.295,0.059,1.879461976,10.26669684,2.67,0,0,0
2852, no,38,0,6,427,1,0,0,0,-0.525,-0.0698,0.927641509,-5.097145496,32.67,0.33,0,0
2853, no,0,0,0,123,1,1,0,0.98,4.79,-0.0492,1.142265108,-5.751953914,9.67,7.67,0,0
2854, no,24,0,6,388,1,1,0,0,-3.145,0.0148,0.723792343,-6.104783732,8.67,0,0,0
2855, no,50,1,2,73,1,0,0,0,5.18,0,0.653594771,-4.948374858,2.67,0,0,0
2856, no,0,0,0,495,1,1,0,18.68,1.59,0.6176,0.6675,-7.537475895,0.33,0,0,0
2857, no,0,0,3,495,0,1,0,0,1.06,0,1.681663258,10.49273581,0.67,0,0,0
2858, no,0,0,6,225,1,1,0,0,-8.115,-0.0374,2.84057971,6.034810076,52.33,1.33,0,0
2859, no,0,0,8,387,1,0,0,0.48,-0.655,-0.0604,2.339532094,-6.233709727,2,0.67,0,0
2860, no,0,0,0,323,1,1,20.5,0,-1.685,-0.128,0.960696974,3.020868701,1.67,0,0,0
2861, no,0,0,0,494,1,1,103.25,0.2,5.8,1.1946,9.892525914,-9.807356759,5.67,0,0,0
2862, no,46,1,6,325,1,0,2.75,0.2,-1.115,-0.0134,5.267589389,-19.09737313,4.33,1,0,0
2863, no,0,0,8,433,1,0,110.25,0,2.41,0.8234,0.734194038,-3.520636841,2.67,1,0,0
2864, no,34,1,3,433,1,0,19.25,0.8,0.295,-0.1122,4.954055321,1.874453007,8,0,1,0
2865, no,30,1,3,387,1,1,0,0,-2.47,0,1.00515625,-6.306330654,5,0.33,0,0
2866, no,60,0,7,386,1,0,29,0,8.265,0.4572,5.664390462,13.18918207,19.67,1,0,0
2867, no,30,0,8,387,1,0,106.5,0,-3.89,-0.4204,1.312861612,-12.31329652,19,7,0,0
2868, no,0,0,0,46,1,1,13,1.81,0.78,-0.226,4.23173913,-1.480841555,9,0,0,0
2869, no,0,0,0,83,1,1,8.25,1.65,-12.935,-0.2802,0.798289474,-7.92228164,14.67,5.33,0,0
2870, no,0,0,0,316,1,1,132.5,0,4.31,-0.3404,2.432664756,2.484012846,22.33,0,1,1
2871, no,0,0,0,324,1,1,0,0.61,-0.23,-0.756,2.164830991,-10.7568065,63,0.33,0,0
2872, no,66,0,6,324,0,0,31,0,-2.81,-0.073,0.691035033,-18.98358612,17.67,7,0,0
2873, no,38,1,7,26,1,0,138.75,5.39,0.935,0.9744,4.195121951,4.591752403,23.33,0,0,0
2874, no,46,1,4,324,1,0,0,0,0,-0.152,0,-5.473500949,0,0.67,0,0
2875, no,0,0,0,68,1,1,0,0.44,0.9,0.026,3.023255814,0.337422326,13,4.33,0,0
2876, no,0,0,6,386,1,0,19,0,2.96,0.1924,1.340234023,-12.5287304,3.33,0.67,0,0
2877, no,0,0,0,493,1,1,0,0,3.02,0,0.279223644,-5.687179287,4.33,0,0,0
2878, no,0,0,0,432,1,1,54.75,0.75,-2.49,-0.2782,0.770030837,12.57090073,12,11,0,0
2879, no,32,0,5,432,1,0,28.25,0.77,-6.375,-0.2046,1.174443097,-8.007850464,9,7,0,0
2880, no,0,0,0,323,1,1,0,4.11,-5.965,-0.0966,1.398571429,-1.878093464,84,4.67,0,0
2881, no,22,0,8,431,1,0,40.75,0,4.69,0.601,1.137596551,-7.372499784,15.33,2,0,0
2882, no,30,1,7,289,1,0,13,19.96,-2.37,1.777,0.531453703,13.03553456,16.33,0.33,0,0
2883, no,48,1,7,492,1,0,0,0.87,0.775,-0.0174,0.765196974,19.00393239,6,0.67,1,0
2884, no,36,0,4,385,1,1,37.25,0,-0.97,-0.5268,2.442721965,15.56425614,6.33,0.67,0,0
2885, no,38,0,8,385,1,0,41.5,0,11.115,0.916,0.850537385,13.10617733,8,0,0,0
2886, no,24,0,3,13,1,0,0,0.36,2,-0.0172,1.148343498,2.496256227,4.33,0,0,0
2887, no,26,0,3,430,1,0,0,0,4.475,0.121,0.554499554,-4.839611298,5.33,0.33,0,0
2888, no,48,1,6,491,1,0,0,0,-0.235,1.495,0.538461538,-15.95064283,4.33,0.67,0,0
2889, no,52,1,5,38,1,0,0,0,4.055,0.0878,1.563014354,3.844309198,32,1,0,0
2890, no,38,0,5,162,1,0,15,0,0.39,-0.1248,1.023194444,-4.306802971,3.33,2.33,0,0
2891, no,22,0,4,114,1,0,0,0,2.035,-0.1848,0.745454545,3.852249408,3.33,0,0,0
2892, no,0,0,0,322,1,1,1.75,2.38,-8.36,-0.6014,1.77409535,-2.706113545,32.67,21.33,0,0
2893, no,44,0,5,276,1,1,153.25,0,-2.38,-1.0248,1.305240964,1.851912181,9.67,9,0,0
2894, no,38,0,7,430,1,0,0,0,0.045,-0.005,8.955223881,-2.402142651,1.33,0,0,0
2895, no,38,0,9,39,1,0,0,0,5.08,0.1784,4.988208774,11.56638723,29,0,0,0
2896, no,34,1,7,491,1,0,0,0.1,8.67,-0.002,0.765046087,-7.166445961,3.67,0,0,0
2897, no,20,0,2,321,1,1,0,0,-0.62,-0.0064,0.540265684,4.412427699,2.67,3.67,0,0
2898, no,0,0,0,429,1,1,0,0,1.47,0.0644,1.027432446,11.68244637,8.33,2.67,0,0
2899, no,0,0,0,321,1,1,12.25,0,-4.235,-0.3436,1.339046599,-8.190557225,1.33,0.67,0,0
2900, no,0,0,0,429,0,1,3,0,-2.13,-0.021,0.70181621,-0.337043673,6,0,0,0
2901, no,58,1,6,429,1,0,35.5,0,0.92,0.2108,0.906540039,1.950972113,18.67,2,0,0
2902, no,26,0,8,146,1,0,0,0,4.34,-0.009,2.028571429,14.19814224,16.33,3.33,0,0
2903, no,20,0,5,321,1,0,37,0,-3.6,0.0096,1.968580203,-0.375379851,2,1.67,0,0
2904, no,56,0,9,490,1,0,6.75,0,-3.395,0.0126,0.581181556,-7.917896045,5.67,12,0,0
2905, no,0,0,0,321,1,1,43.75,0.68,1,0.031,0.499927188,1.516583537,5,0,0,0
2906, no,28,0,3,429,1,0,18.75,0,0.12,0.2812,1.874414246,24.91198147,2.33,0,0,0
2907, no,0,0,0,457,1,1,20.5,0,2.385,0.3716,1.070212421,-2.10520772,7,0,0,0
2908, no,0,0,0,382,1,1,0.25,0,-4.375,-0.0018,0.692901693,-4.529233054,5.33,0,0,0
2909, no,32,1,1,242,1,0,140,0.39,-2.1,0.0918,1.146595745,7.002035239,18,1,0,0
2910, no,22,0,7,298,1,0,7.75,0,-0.97,-0.2414,0.813539624,7.203774212,7.33,1.67,0,0
2911, no,64,0,6,428,1,0,0,0,-0.71,-0.01,1.875213092,2.867514647,4.33,0.33,0,0
2912, no,46,0,8,9,1,0,0,0,1.815,-0.2934,1.190387211,-1.195559999,19.33,3,0,0
2913, no,24,1,7,320,1,0,18.5,6.15,6.795,1.6784,1.697045455,5.853488809,23.33,1.33,0,0
2914, no,52,0,4,427,1,0,0,0,-0.945,0.0012,3.75,3.213969771,0.67,0,0,0
2915, no,46,1,6,488,1,0,0.75,0.81,-3.425,-0.001,1.548287207,-0.720519724,2,0,0,0
2916, no,40,1,8,240,1,0,0,1.32,-0.21,-0.005,4.578465425,23.51219661,4.33,0,0,0
2917, no,0,0,0,319,1,1,0,0,-2.11,0.4258,6.144842721,5.858490371,37.67,0.33,0,0
2918, no,48,0,8,427,1,1,0.5,0,-5.995,-0.0034,0.761358025,3.082446334,10,4.67,0,0
2919, no,40,1,6,95,1,0,25.75,0,0.145,0.1056,3.011511293,12.12272267,15,8.67,0,0
2920, no,50,1,4,319,1,0,0,0.59,1.795,0.3084,0.432222222,14.19958313,10.33,2.33,0,0
2921, no,40,1,6,381,1,0,0,0,0.455,0.0798,2.259259259,3.192982588,6.67,0,0,0
2922, no,48,1,3,488,1,0,0,0,0.555,0,0.980588235,3.347175862,1.33,0,0,0
2923, no,46,0,4,410,1,0,72.25,0.29,-0.79,0.077,1.828415842,8.492016833,21.67,0,0,0
2924, no,46,1,9,124,1,1,14.5,0.16,1,0.0516,12.00136379,7.76636781,24.33,0.67,0,0
2925, no,36,1,6,318,1,0,0,0,3.56,0.2048,0.935171746,6.258165318,4.33,0,0,0
2926, no,44,0,7,318,1,0,4,0,-3.32,-0.033,0.823181818,-6.248934927,7.33,0,0,0
2927, no,38,0,1,380,0,0,204.5,0,-10.005,0.062,0.804766355,6.986805903,20.33,78.67,0,0
2928, no,0,0,0,487,1,1,0,0,-0.485,-0.005,0.448824391,-12.3937629,9,0,0,0
2929, no,0,0,0,426,1,1,4.25,0,0.085,0.0994,1.150943396,17.71986035,6.67,0.33,0,0
2930, no,58,1,6,487,1,0,0,0,-0.705,0,1.562851782,-1.555236575,4,0,0,0
2931, no,0,0,0,185,1,1,41.5,0.43,-0.135,-0.2688,1.497461538,2.491594313,7.67,7,0,0
2932, no,0,0,6,93,1,0,2.5,0,-15.515,-2.1774,1.6631928,5.088337802,10.33,3.33,0,0
2933, no,62,0,9,317,1,0,0,0.1,1.645,-0.0194,12.47113164,1.825109026,1.67,0,0,0
2934, no,50,1,9,2,1,0,0,0,2.8,-0.005,0.989692308,4.427705193,32.67,0,0,0
2935, no,34,0,6,425,1,0,0,0,0.94,0,2.323330106,3.502138039,0.67,0,0,0
2936, no,24,0,6,317,1,1,0,0.2,4.06,-0.0166,1.750034092,-1.782597059,6.33,0,0,0
2937, no,0,0,8,223,1,0,45.75,0,-6.27,-0.3052,1.03259253,-10.58311106,24.67,0.33,0,0
2938, no,44,1,5,379,1,0,4.5,0.26,-0.1,-0.0366,4.060017652,4.398682954,3,0,0,0
2939, no,0,0,0,55,1,1,78.75,0,12.23,1.5864,6.539526832,-6.647096981,4,0,0,0
2940, no,0,0,0,317,1,1,38,0,1.64,0.1556,4.297702766,19.32038225,6.67,0,0,0
2941, no,54,1,8,82,1,0,63,0,5.18,0.8204,0.783242669,16.02104129,18,4.67,0,0
2942, no,56,0,9,312,1,0,0,0,1.575,-0.0054,1.02020202,6.053494894,1.67,2,0,0
2943, no,0,0,0,485,1,1,0,0,-1.175,-0.01,4.02838605,-11.13122598,1.33,0.67,0,0
2944, no,50,1,6,316,1,0,0,0,2.87,-0.009,1.298410566,16.85102478,10.67,0,0,0
2945, no,52,0,9,316,1,0,71.5,0,1.425,-0.8074,0.938552632,-3.064156855,3,0,0,0
2946, no,44,0,5,485,1,1,0,0,-0.085,0,0.33,-17.2757564,0,0,0,0
2947, no,50,0,0,316,1,1,6.75,16.59,6.67,-0.156,1.496191257,11.68877715,12.33,0,0,0
2948, no,56,0,6,377,1,0,0,0,1.745,0,1.295645161,7.070508688,11,0,0,0
2949, no,50,0,6,423,1,0,44,0,-2.02,-0.308,1.320973677,-16.4920165,5.33,0.33,0,0
2950, no,46,1,9,484,1,0,0,2.24,-0.565,-0.03,3.433503113,16.16435237,7.67,0,0,0
2951, no,0,0,0,310,1,1,0,0,0.53,-0.004,1.838296934,9.290626589,7,0,0,0
2952, no,0,0,0,42,1,1,64.5,0,-13.68,-0.4068,0.858704137,-1.976116458,2.67,2,0,0
2953, no,30,0,2,314,0,1,0,0,-0.34,-0.1794,1.348314607,8.197060734,12,5.67,0,0
